,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
224,"When Dustin and Eric got a drink at the garden, Dustin decided to give it to","When Dustin and Eric got a drink at the garden, Patrick decided to give it to","When Dustin and Eric got a drink at the garden, Eric decided to give it to",7651,37616
46,"Then, Courtney and Jacob had a lot of fun at the store. Courtney gave a computer to","Then, Courtney and Jacob had a lot of fun at the store. Christine gave a computer to","Then, Courtney and Jacob had a lot of fun at the store. Jacob gave a computer to",12806,36677
197,"Then, Kelly and Timothy were thinking about going to the office. Kelly wanted to give a necklace to","Then, Kelly and Timothy were thinking about going to the office. Crystal wanted to give a necklace to","Then, Kelly and Timothy were thinking about going to the office. Timothy wanted to give a necklace to",22283,9077
448,"Then, Scott and Sara went to the house. Sara gave a computer to","Then, Scott and Sara went to the house. Sarah gave a computer to","Then, Scott and Sara went to the house. Scott gave a computer to",4746,24799
172,"After Christopher and Adam went to the garden, Christopher gave a computer to","After Christopher and Adam went to the garden, Andrew gave a computer to","After Christopher and Adam went to the garden, Adam gave a computer to",7244,12803
67,"When Sarah and Amy got a necklace at the restaurant, Sarah decided to give it to","When Sarah and Amy got a necklace at the restaurant, Nathan decided to give it to","When Sarah and Amy got a necklace at the restaurant, Amy decided to give it to",14235,10490
688,"Then, Travis and Andrea went to the house. Travis gave a drink to","Then, Travis and Andrea went to the house. Steven gave a drink to","Then, Travis and Andrea went to the house. Andrea gave a drink to",23174,19804
335,"Then, Ryan and Nicholas were thinking about going to the station. Ryan wanted to give a bone to","Then, Ryan and Nicholas were thinking about going to the station. Justin wanted to give a bone to","Then, Ryan and Nicholas were thinking about going to the station. Nicholas wanted to give a bone to",20320,6047
467,"Then, Lisa and Christina were working at the garden. Christina decided to give a necklace to","Then, Lisa and Christina were working at the garden. Kevin decided to give a necklace to","Then, Lisa and Christina were working at the garden. Lisa decided to give a necklace to",15378,33673
186,"Then, Shannon and Charles were thinking about going to the station. Charles wanted to give a bone to","Then, Shannon and Charles were thinking about going to the station. Nathan wanted to give a bone to","Then, Shannon and Charles were thinking about going to the station. Shannon wanted to give a bone to",28108,7516
924,"Then, Steven and Jason were thinking about going to the hospital. Steven wanted to give a basketball to","Then, Steven and Jason were thinking about going to the hospital. Rebecca wanted to give a basketball to","Then, Steven and Jason were thinking about going to the hospital. Jason wanted to give a basketball to",8982,8239
499,"Then, Christina and Kenneth were working at the station. Christina decided to give a kiss to","Then, Christina and Kenneth were working at the station. Brandon decided to give a kiss to","Then, Christina and Kenneth were working at the station. Kenneth decided to give a kiss to",23632,33673
989,"Then, Daniel and Jessica had a lot of fun at the store. Jessica gave a kiss to","Then, Daniel and Jessica had a lot of fun at the store. Erica gave a kiss to","Then, Daniel and Jessica had a lot of fun at the store. Daniel gave a kiss to",7806,17352
733,"Then, Steven and Vanessa had a lot of fun at the station. Vanessa gave a drink to","Then, Steven and Vanessa had a lot of fun at the station. Lauren gave a drink to","Then, Steven and Vanessa had a lot of fun at the station. Steven gave a drink to",8239,42100
972,"Then, Matthew and Katie were working at the office. Matthew decided to give a snack to","Then, Matthew and Katie were working at the office. Lindsay decided to give a snack to","Then, Matthew and Katie were working at the office. Katie decided to give a snack to",24721,9308
282,"Then, David and Mary had a long argument, and afterwards David said to","Then, David and Mary had a long argument, and afterwards James said to","Then, David and Mary had a long argument, and afterwards Mary said to",5335,3271
212,"Then, Rebecca and Benjamin were thinking about going to the house. Rebecca wanted to give a ring to","Then, Rebecca and Benjamin were thinking about going to the house. James wanted to give a ring to","Then, Rebecca and Benjamin were thinking about going to the house. Benjamin wanted to give a ring to",14533,23489
406,"Then, Andrew and Samuel were thinking about going to the store. Samuel wanted to give a bone to","Then, Andrew and Samuel were thinking about going to the store. Vanessa wanted to give a bone to","Then, Andrew and Samuel were thinking about going to the store. Andrew wanted to give a bone to",6858,17100
764,"Then, Anthony and Kimberly had a long argument, and afterwards Anthony said to","Then, Anthony and Kimberly had a long argument, and afterwards Samuel said to","Then, Anthony and Kimberly had a long argument, and afterwards Kimberly said to",48685,9953
649,"When Anthony and Erin got a basketball at the hospital, Anthony decided to give it to","When Anthony and Erin got a basketball at the hospital, Stephanie decided to give it to","When Anthony and Erin got a basketball at the hospital, Erin decided to give it to",28894,9953
147,"Then, Benjamin and Bradley had a long argument, and afterwards Bradley said to","Then, Benjamin and Bradley had a long argument, and afterwards Kristen said to","Then, Benjamin and Bradley had a long argument, and afterwards Benjamin said to",14533,16182
231,"Then, Jennifer and Amber were working at the office. Jennifer decided to give a drink to","Then, Jennifer and Amber were working at the office. Erica decided to give a drink to","Then, Jennifer and Amber were working at the office. Amber decided to give a drink to",21896,16348
980,"Then, David and Sara had a lot of fun at the restaurant. Sara gave a snack to","Then, David and Sara had a lot of fun at the restaurant. Lindsey gave a snack to","Then, David and Sara had a lot of fun at the restaurant. David gave a snack to",3271,24799
949,"Then, Mark and John went to the store. John gave a drink to","Then, Mark and John went to the store. Paul gave a drink to","Then, Mark and John went to the store. Mark gave a drink to",2940,1757
968,"Then, Sean and Shannon were thinking about going to the restaurant. Shannon wanted to give a kiss to","Then, Sean and Shannon were thinking about going to the restaurant. Mary wanted to give a kiss to","Then, Sean and Shannon were thinking about going to the restaurant. Sean wanted to give a kiss to",11465,28108
862,"After Katherine and Rebecca went to the school, Rebecca gave a computer to","After Katherine and Rebecca went to the school, Eric gave a computer to","After Katherine and Rebecca went to the school, Katherine gave a computer to",32719,23489
903,"When Charles and Andrea got a necklace at the office, Andrea decided to give it to","When Charles and Andrea got a necklace at the office, Aaron decided to give it to","When Charles and Andrea got a necklace at the office, Charles decided to give it to",7516,23174
569,"Then, Katherine and John had a lot of fun at the house. John gave a bone to","Then, Katherine and John had a lot of fun at the house. Emily gave a bone to","Then, Katherine and John had a lot of fun at the house. Katherine gave a bone to",32719,1757
926,"Then, Richard and Stephen were working at the hospital. Richard decided to give a computer to","Then, Richard and Stephen were working at the hospital. Samantha decided to give a computer to","Then, Richard and Stephen were working at the hospital. Stephen decided to give a computer to",7970,6219
438,"Then, Joseph and John were thinking about going to the hospital. John wanted to give a necklace to","Then, Joseph and John were thinking about going to the hospital. David wanted to give a necklace to","Then, Joseph and John were thinking about going to the hospital. Joseph wanted to give a necklace to",7212,1757
598,"Then, Andrea and Jason were working at the garden. Andrea decided to give a necklace to","Then, Andrea and Jason were working at the garden. Elizabeth decided to give a necklace to","Then, Andrea and Jason were working at the garden. Jason decided to give a necklace to",8982,23174
984,"After Heather and Dustin went to the garden, Heather gave a kiss to","After Heather and Dustin went to the garden, Samuel gave a kiss to","After Heather and Dustin went to the garden, Dustin gave a kiss to",37616,24253
